question_id,model_alias,model_label,L,displayed_values,actions,n_transitions,reverse_use_to_verify,perfectly_non_increasing,single_threshold_shape,pattern,stage1_correct
mmlu_pro:test:8186,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,False
mmlu_pro:test:8317,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST""]",0,False,True,True,VVVVV,False
mmlu_pro:test:8317,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST""]",0,False,True,True,VVVVV,False
mmlu_pro:test:8317,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:8317,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:8662,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST""]",0,False,True,True,VVVVV,False
mmlu_pro:test:8662,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST""]",0,False,True,True,VVVVV,False
mmlu_pro:test:8662,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:8662,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:9018,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST""]",0,False,True,True,VVVVV,False
mmlu_pro:test:9018,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST""]",0,False,True,True,VVVVV,False
mmlu_pro:test:9018,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:9018,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:9601,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST""]",0,False,True,True,VVVVV,True
mmlu_pro:test:9601,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST""]",0,False,True,True,VVVVV,True
mmlu_pro:test:9601,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:9601,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",3,True,False,False,VUVUU,True
mmlu_pro:test:9646,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST""]",0,False,True,True,VVVVV,False
mmlu_pro:test:9646,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST""]",0,False,True,True,VVVVV,False
mmlu_pro:test:9646,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,False
mmlu_pro:test:9646,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,False
mmlu_pro:test:9826,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED""]",1,False,True,True,VVVVU,True
mmlu_pro:test:9826,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED""]",1,False,True,True,VVVVU,True
mmlu_pro:test:9826,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:9826,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
